"metadata_id","consolidation_info","created_at","latest_version_for_type","message_name","message_source","metadata_info","mobile_app_name","notes","notification_type","notification_type_template_version","pinpoint_app_name","preference_ids","recipient_group","recipient_type","recipient_type_attribute","template_id","template_processor","template_provider","template_version","transform_event_mapping","updated_at"
"b959b836-ef70-4bb1-a776-2eb4b909b75d","","2022-09-08T03:18:34.908049","","test_metadata__core_10750","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","2","","2022-09-08T03:18:35.238555"
"85d6c84d-b5fa-4fa2-9a4e-2049a11a31cf","","2022-01-19T23:52:00.131713","","test_metadata__plat_990","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-01-19T23:52:00.315079"
"67c7d011-d6ef-4ec4-b67f-4e4cfd6b322a","","2022-06-15T18:20:07.355503","","test_metadata__plat_2221","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-06-15T18:20:07.757895"
"b2675d23-e741-4c51-b1ab-f1d6793e5a4c","","2023-03-02T23:02:34.362866","","test_soft_delete_metadata__core_29918","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2023-03-02T23:02:34.746562"
"96c7a3fa-badb-4182-815d-319ba9491905","","2024-08-21T22:12:51.657121","","test_metadata__ser_35667","CS","","","Placeholder notes","EMAIL","EMAIL#7","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","7","","2024-08-21T22:12:51.679100"
"087ce1ea-eac0-47a9-badd-b5a67bc24164","","2022-03-17T05:30:58.831968","","test_metadata__core_13959","CS","{}","","Updated notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","[{""M"":{""event_field"":{""S"":""event""},""messaging_field"":{""S"":""messaging""}}}]","2022-03-17T05:30:59.476168"
"714e1f7a-f961-43a5-835d-f340fc250cfe","","2023-07-06T18:46:27.077183","","test_metadata__core_38280","CS","","","Placeholder notes","EMAIL","EMAIL#3","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2023-07-06T18:46:28.540820"
"0cc4015b-f87a-423b-9fdc-1ad04a5ee8b0","","2021-09-08T22:49:18.954943","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","test_metadata.json","PINPOINT","PINPOINT","4","","2022-01-04T18:50:34.793933"
"1b3bb06b-f836-4244-92b4-7ffc90efab80","","2021-12-29T21:24:33.907600","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-01-04T18:50:34.803399"
"ea5537db-47f9-460f-990c-4047afbe3d2a","","2023-12-07T18:55:49.684929","","test_metadata__core_44674","CS","","","Placeholder notes","EMAIL","EMAIL#5","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","5","","2023-12-07T18:55:51.406242"
"634eb7e2-ea70-43b9-9e28-904fd2b3bb4f","","2021-12-15T22:19:58.368787","","test_metadata__plat_785","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-01-04T18:50:34.811585"
"adf3715d-7fcd-43f6-8f36-a8ee8ce25a80","","2021-11-03T23:39:59.354317","","test_metadata__plat_56","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-01-04T18:50:34.820571"
"4e23aafe-27ff-4880-b0b3-68bcbc8e7d58","","2023-11-02T22:21:22.090938","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#7","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","7","","2023-11-02T22:21:22.139491"
"d6670178-317a-4c26-b670-2ec326f0dfaa","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""time_window_seconds"":{""N"":""9""},""enabled"":{""BOOL"":true}}","2023-12-08T18:48:45.945444","","test_metadata__core_44674","CS","{}","","Updated notes","EMAIL","EMAIL#6","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","6","[{""M"":{""messaging_field"":{""S"":""messaging""},""event_field"":{""S"":""event""}}}]","2023-12-08T18:48:46.511057"
"5651fa25-a44a-40c6-8d98-4b8bce210710","","2022-03-14T23:10:28.573587","","test_metadata__plat_1401","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-03-14T23:10:28.754204"
"8e08f8c7-16e9-4573-ae2c-df02d1c8f6e9","","2021-11-17T02:00:24.863050","","test_metadata__plat_477","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-01-04T18:50:34.828563"
"c58caf81-6be9-42ac-a984-74e414d79134","","2021-08-06T16:31:01.497919","","test_metadata_-core-7207","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","test_metadata.json","PINPOINT","PINPOINT","6","","2022-01-04T18:50:34.836674"
"2aefecef-1dbe-4ef5-a9cb-7e795b23ac03","","2022-09-22T17:02:58.298486","","test_soft_delete_metadata__plat_2969","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-09-22T17:02:58.771588"
"87717330-bc73-42ca-abb3-7798decdf717","","2021-09-25T06:19:19.772666","","test_metadata__core_9039","CS","{}","","Updated notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","","2022-01-04T18:50:34.845007"
"f71ef31b-7d0a-4e00-9d1b-856b2ce80113","","2022-01-18T21:51:01.451049","","test_metadata__plat_937","CS","{}","","Updated notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","","2022-01-18T21:51:02.205926"
"88446fd8-4fd1-4261-bc9e-86da4b931a03","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""enabled"":{""BOOL"":true},""time_window_seconds"":{""N"":""9""}}","2024-07-03T19:44:11.517848","","test_metadata__ser_32625","CS","{}","","Updated notes","EMAIL","EMAIL#9","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""recipient_type_1""}]","","updated_template.json","PINPOINT","PINPOINT","9","[{""M"":{""messaging_field"":{""S"":""messaging""},""event_field"":{""S"":""event""}}}]","2024-07-08T22:02:03.039951"
"38baba5b-ecd6-4ede-9678-e0a3d5eaa561","","2021-10-19T21:17:38.529690","","test_metadata__plat_43","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-01-04T18:50:34.853284"
"3a6a9edf-0e0f-400e-8943-bc5f0ddf5949","","2021-11-04T23:02:40.927878","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-01-04T18:50:34.876431"
"72c20365-4bb0-48a6-be06-96f3e7b5abc8","","2022-05-12T20:51:28.212745","","test_metadata__plat_2084","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","2","","2022-05-12T20:51:28.599119"
"76579860-c0e3-4bb1-ab20-8b2477e4a8cf","","2021-09-15T17:39:49.395287","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-01-04T18:50:34.885177"
"96f7c283-8e89-4a48-8d12-68e7d4b9c295","","2024-07-18T16:10:54.037625","","test_soft_delete_metadata__ser_34271","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2024-07-18T16:10:54.141462"
"97aca030-6127-4e14-bcf9-5ba63dfd3b93","","2021-12-21T20:33:55.413257","","test_metadata__core_10743","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2022-01-04T18:50:34.893492"
"e62aa096-78d3-494e-af63-c1b9e252f9d1","","2022-04-18T18:21:31.115916","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-04-18T18:21:31.525889"
"fc652539-9c12-4e46-a32a-be7ec82daf8c","","2021-07-22T00:59:58.343523","","test_metadata_-core-6029","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","test_metadata.json","PINPOINT","PINPOINT","2","","2022-01-04T18:50:34.901853"
"aeb9066f-79b9-4ae1-872f-479fdc95d918","","2022-09-07T19:17:40.993694","","test_metadata__plat_2912","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-09-07T19:17:41.530567"
"b70206c2-c1e8-4927-b63f-26ce6b420fee","","2021-12-21T19:21:20.349602","","test_metadata__plat_800","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-01-04T18:50:34.910969"
"d63fa60d-f56c-49d9-913e-49dc56dd1af0","","2021-11-17T23:37:24.132186","","test_metadata__core_9450","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2022-01-04T18:50:34.919235"
"8c1034ad-a278-4dbe-985e-0b05525c5bfa","","2022-10-03T07:39:16.530969","","test_soft_delete_metadata__plat_2958","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-10-03T07:39:16.730595"
"8861fe63-4f14-41fd-919c-8f2b50262987","","2022-02-22T22:31:00.371985","","test_metadata__plat_1063","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","2","","2022-02-22T22:31:00.584508"
"cf0d619e-4486-49ba-86de-8808d749ccab","","2021-12-22T20:59:36.466412","","test_metadata__core_10250","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-01-04T18:50:34.927111"
"e4728e46-0ee0-419a-aa11-b044d42588bc","","2021-10-07T21:45:50.552475","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-01-04T18:50:34.935637"
"d0f5b001-4496-475e-b79e-e3109517d91b","","2022-06-07T02:55:03.913692","","test_metadata__plat_2266","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","2","","2022-06-07T02:55:04.435812"
"afe9564b-0c24-4d1e-ad40-f81dba750c0d","","2022-08-25T22:30:42.721980","","test_metadata__core_22684","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-08-25T22:30:43.821551"
"3fe7cac3-9905-478f-bae0-9364cf2e197d","","2022-03-01T21:24:12.626227","","test_metadata__plat_1100","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-03-01T21:24:12.795893"
"893b02bc-6e23-4990-be40-e7c30ed856bd","","2022-05-20T23:49:01.312827","","test_metadata__plat_1648","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-05-20T23:49:02.361529"
"1ffa975c-41d6-4a20-a057-fa2efc822c1a","","2022-04-08T21:46:20.105804","","test_metadata__plat_1703","CS","{}","","Updated notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","[{""M"":{""messaging_field"":{""S"":""messaging""},""event_field"":{""S"":""event""}}}]","2022-04-08T21:46:21.249009"
"5ff82c8e-51fd-45b6-ba11-0961175f3a54","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""time_window_seconds"":{""N"":""9""},""enabled"":{""BOOL"":true}}","2024-08-26T23:04:34.699104","","test_metadata__ser_35570","CS","{}","","Updated notes","EMAIL","EMAIL#6","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","6","[{""M"":{""messaging_field"":{""S"":""messaging""},""event_field"":{""S"":""event""}}}]","2024-08-26T23:04:35.134228"
"d7760b5d-0c5a-45c8-8c95-6722989b4dda","","2022-12-10T00:52:31.224154","","test_soft_delete_metadata__plat_3327","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-12-10T00:52:31.391019"
"258edc37-d227-469f-bd76-75ff6e65c198","","2021-07-22T18:47:16.932861","","test_metadata_-core-6854","CS","","","Updated notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","","2022-01-04T18:50:34.946171"
"4269f41d-046e-47b1-ac3a-2cb8eb8eed3e","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""time_window_seconds"":{""N"":""9""},""enabled"":{""BOOL"":true}}","2022-08-10T00:08:14.856319","","test_metadata__plat_2752","CS","{}","","Updated notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","[{""M"":{""messaging_field"":{""S"":""messaging""},""event_field"":{""S"":""event""}}}]","2022-08-10T00:08:17.563248"
"074a31db-c6d3-42c4-ba4c-1adeb72e83bd","","2022-07-22T21:27:35.871982","","test_metadata_","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-07-22T21:27:36.296373"
"cb943174-aecc-4d5c-a270-4e04806fdd87","","2022-06-22T22:25:29.146788","","test_metadata__plat_2459","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2022-06-22T22:25:31.883328"
"50705cca-1de3-4a8b-9318-c9f2205e65cd","","2023-10-31T18:54:36.505396","","test_metadata__core_43725","CS","","","Placeholder notes","EMAIL","EMAIL#3","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2023-10-31T18:54:37.949612"
"c3f477ab-526c-4d2f-8b3a-0a7a0039f566","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""enabled"":{""BOOL"":true},""time_window_seconds"":{""N"":""9""}}","2022-07-25T23:20:46.447457","","test_metadata__plat_2002","CS","{}","","Updated notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","[{""M"":{""event_field"":{""S"":""event""},""messaging_field"":{""S"":""messaging""}}}]","2022-07-25T23:20:47.500864"
"8153f1dc-7647-440a-818b-f018c72c791a","","2021-07-12T21:35:23.659546","EMAIL","newman-tests-5a81ea26-881e-45d9-9779-ebbecbc1a93a","VS","{""reply_to_email"":{""S"":""test@rivian.com""},""from_email"":{""S"":""test@rivian.com""},""appointment_status"":{""L"":[{""S"":""test_appointment_status""}]},""activity_type"":{""L"":[{""S"":""test_activity_type""}]},""consumer_type"":{""L"":[{""S"":""test_consumer_type""}]},""activity_code"":{""L"":[{""S"":""test_activity_code""}]},""source"":{""L"":[{""S"":""cs""}]},""from_name"":{""S"":""newman-tests""},""time_delta"":{""L"":[{""S"":""1d""}]}}","","","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","newman-tests-5a81ea26-881e-45d9-9779-ebbecbc1a93a.json","PINPOINT","TEMPLATE_API","1","","2022-01-04T18:50:34.954390"
"9c971e93-84d8-4859-9ee4-44d32078d003","","2022-10-03T19:43:40.073449","","test_metadata__plat_2958","CS","","","Placeholder notes","EMAIL","EMAIL#4","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2022-10-03T19:43:40.559154"
"983bde8f-1419-4dd9-860a-410583e250b3","","2022-07-19T22:43:20.386403","","test_metadata__plat_1573","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","3","","2022-07-19T22:43:20.811225"
"cf5c2353-11cb-4d7d-8597-3a31ddc1969d","","2022-05-23T19:01:10.663255","","test_metadata__core_16635","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-05-23T19:01:10.798009"
"cedc4afa-4087-405b-a05e-59337c47924f","{""consolidation_type"":{""S"":""COUNT""},""ttl_in_days"":{""N"":""2""},""time_window_seconds"":{""N"":""9""},""enabled"":{""BOOL"":true}}","2023-12-18T21:31:07.869446","EMAIL","test_metadata__core_42464","CS","{}","","Updated notes","EMAIL","EMAIL#9","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""recipient_type_1""}]","","updated_template.json","PINPOINT","PINPOINT","9","[{""M"":{""event_field"":{""S"":""event""},""messaging_field"":{""S"":""messaging""}}}]","2023-12-18T21:31:10.116878"
"fc948dfd-ccbc-44a6-adf8-0a160666b846","","2022-02-09T02:29:21.095574","","test_metadata__plat_820","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-02-09T02:29:21.190779"
"51eb92e2-6ede-4962-8e80-8f55dbf81699","","2022-02-25T19:46:44.337866","","test_metadata__plat_1024","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-02-25T19:46:44.487805"
"793290f2-1ccf-460e-9c89-44dc7b931484","","2021-10-15T20:56:36.119877","","test_metadata__core_9435","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","6","","2022-01-04T18:50:34.962963"
"676240f2-0aaa-45eb-b7c1-647901ec8f9d","","2022-01-25T19:15:34.506605","","test_metadata__core_10743","CS","{}","","Updated notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","","2022-01-25T19:15:35.103936"
"a6e58ef2-643f-4502-9dc4-0116f464ad87","","2022-03-30T00:20:34.162693","","test_metadata__plat_1190","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-03-30T00:20:34.580750"
"b5832145-0a31-43a6-a02a-8eb95cc73291","","2022-09-06T18:48:40.739510","","test_metadata__plat_2860","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-09-06T18:48:41.983996"
"9d41419c-34be-4252-83ea-bbfc4735a7d8","","2022-06-16T16:47:39.721161","","test_metadata__core_18818","CS","","","Placeholder notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-06-16T16:47:40.125778"
"e9cabee6-6cff-4429-82aa-6f76fc161290","","2023-03-25T01:13:31.698737","","test_metadata__core_23386","CS","","","Placeholder notes","EMAIL","EMAIL#4","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2023-03-25T01:13:32.053161"
"c2fea9d5-afc0-48c0-91f7-2d12d9da9c4d","","2022-02-28T20:38:47.621955","","test_metadata__plat_1412","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-02-28T20:38:47.758969"
"918ea89d-049e-402c-bb74-6bcbd5d1cebe","","2024-07-22T19:23:47.637743","","test_metadata__ser_34271","CS","","","Placeholder notes","EMAIL","EMAIL#1","MESSAGE_PROVIDER_APP_ID","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2024-07-22T19:23:48.920668"
"4b749bfa-2537-4036-b1c4-407860cad871","","2021-09-21T00:45:11.234244","EMAIL","newman_tests_551465c7_de0c_47b2_965e_eccb6c597036","VS","{""reply_to_email"":{""S"":""test@rivian.com""},""from_email"":{""S"":""test@rivian.com""},""appointment_status"":{""L"":[{""S"":""test_appointment_status""}]},""activity_type"":{""L"":[{""S"":""test_activity_type""}]},""consumer_type"":{""L"":[{""S"":""test_consumer_type""}]},""activity_code"":{""L"":[{""S"":""test_activity_code""}]},""source"":{""L"":[{""S"":""cs""}]},""from_name"":{""S"":""newman-tests""},""time_delta"":{""L"":[{""S"":""1d""}]}}","","","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","TEMPLATE_API","1","","2022-01-04T18:50:34.971520"
"6e231a6c-9cc3-4b8b-ba49-f063b35a83fa","","2022-03-28T21:10:48.476686","","test_metadata__plat_1401","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","4","","2022-03-28T21:10:49.076943"
"6a983a40-f573-4277-afb5-42629d92db41","","2022-03-24T07:52:10.382685","","test_metadata__plat_1344","CS","","","Placeholder notes","EMAIL","EMAIL#1","","[]","","[{""S"":""default""}]","","pre-order-confirmation.json","PINPOINT","PINPOINT","1","","2022-03-24T07:52:10.627014"
"e8251a7b-6719-4cd4-8d7f-e0be6f74538f","{""consolidation_type"":{""S"":""COUNT""},""ttl"":{""N"":""12""},""time_window_seconds"":{""N"":""900""},""enabled"":{""BOOL"":true}}","2022-06-21T23:18:49.035767","","test_metadata__plat_2010","CS","{}","","Updated notes","EMAIL","EMAIL#1","","","","[{""S"":""default""}]","","updated_template.json","PINPOINT","PINPOINT","5","[{""M"":{""event_field"":{""S"":""event""},""messaging_field"":{""S"":""messaging""}}}]","2022-06-21T23:18:58.656729"
